visImag,inSpeech,intent,struct,real,concAbs,import,relGoal,fullDev,oftMind,emotVal
1.0,-0.04841775530422763,0.04489740645299423,0.06520715921254853,0.044540705372836505,0.1116273464119144,0.07073664632995841,-0.013984386573180595,0.10303330442308029,-0.012581220591042804,0.11902279994956518
-0.04841775530422763,1.0,0.017469868351588647,0.1931322673942835,0.08533676819349473,0.056732851014385355,0.15124968328511545,0.10861213563172703,0.07781306219863904,0.09429157409592659,0.02401235262225216
0.04489740645299423,0.017469868351588647,1.0,0.16216127843078182,0.20366876228752132,0.19489015956895722,0.1820810319729336,0.16682720214226032,0.24867189865469438,0.0929615687452263,0.12771537939198982
0.06520715921254853,0.1931322673942835,0.16216127843078182,1.0,0.23311113524534924,0.25736329064139274,0.2505078856370507,0.22651610742408593,0.23387070966288634,0.08961370803018412,0.06011692457167579
0.044540705372836505,0.08533676819349473,0.20366876228752132,0.23311113524534924,1.0,0.46001716610688226,0.4185186996664497,0.32800133205380816,0.3451843376621377,0.14746486990696658,0.1518899978048381
0.1116273464119144,0.056732851014385355,0.19489015956895722,0.25736329064139274,0.46001716610688226,1.0,0.36614722740041167,0.28494206899373475,0.3896754253850169,0.12313258965306706,0.12281589296657756
0.07073664632995841,0.15124968328511545,0.1820810319729336,0.2505078856370507,0.4185186996664497,0.36614722740041167,1.0,0.38552527938532133,0.3732148476195229,0.28315568896079635,0.1390618309128845
-0.013984386573180595,0.10861213563172703,0.16682720214226032,0.22651610742408593,0.32800133205380816,0.28494206899373475,0.38552527938532133,1.0,0.3196149964566651,0.23107313793262432,0.14042466169329812
0.10303330442308029,0.07781306219863904,0.24867189865469438,0.23387070966288634,0.3451843376621377,0.3896754253850169,0.3732148476195229,0.3196149964566651,1.0,0.16464387377217543,0.1588408616091838
-0.012581220591042804,0.09429157409592659,0.0929615687452263,0.08961370803018412,0.14746486990696658,0.12313258965306706,0.28315568896079635,0.23107313793262432,0.16464387377217543,1.0,0.05696326222831424
0.11902279994956518,0.02401235262225216,0.12771537939198982,0.06011692457167579,0.1518899978048381,0.12281589296657756,0.1390618309128845,0.14042466169329812,0.1588408616091838,0.05696326222831424,1.0
