,Start Date,End Date,Time Scheduled,Duration (in seconds),expiwellID,Participant ID,onTask,visImag,inSpeech,intent,struct,real,concAbs,import,relGoal,fullDev,oftMind,emotVal,tempOr,funct,functOth
3056,05/28/2024 04:15PM,05/28/2024 04:16PM,05/28/2024 04:14PM - 05/28/2024 04:34PM,37.609,664f7d83e0fe3a9553ae8a98,139,4.0,1.0,7.0,7.0,3.0,7.0,4.0,6.0,4.0,2.0,6.0,4.0,4.0,4.0,
3067,05/30/2024 08:35PM,05/30/2024 08:36PM,05/30/2024 08:33PM - 05/30/2024 08:53PM,37.465,664f7d83e0fe3a9553ae8a98,139,2.0,1.0,7.0,5.0,1.0,5.0,5.0,1.0,4.0,2.0,4.0,4.0,4.0,3.0,
3068,05/24/2024 10:19AM,05/24/2024 10:20AM,05/24/2024 10:18AM - 05/24/2024 10:38AM,81.796,664f89c9e0fe3a9553af7561,140,2.0,5.0,3.0,7.0,7.0,7.0,7.0,6.0,5.0,3.0,1.0,4.0,3.0,3.0,
3071,05/24/2024 03:45PM,05/24/2024 03:47PM,05/24/2024 03:44PM - 05/24/2024 04:04PM,118.042,664f89c9e0fe3a9553af7561,140,2.0,5.0,3.0,5.0,6.0,7.0,7.0,4.0,7.0,4.0,3.0,4.0,2.0,1.0,
3074,05/25/2024 10:26AM,05/25/2024 10:27AM,05/25/2024 10:25AM - 05/25/2024 10:45AM,97.384,664f89c9e0fe3a9553af7561,140,2.0,6.0,1.0,1.0,1.0,7.0,7.0,1.0,1.0,2.0,1.0,2.0,2.0,7.0,Irrelevant 
3076,05/25/2024 01:02PM,05/25/2024 01:03PM,05/25/2024 01:01PM - 05/25/2024 01:21PM,52.599,664f89c9e0fe3a9553af7561,140,2.0,5.0,5.0,2.0,7.0,4.0,6.0,5.0,1.0,3.0,1.0,3.0,2.0,5.0,
3083,05/27/2024 11:29AM,05/27/2024 11:29AM,05/27/2024 11:18AM - 05/27/2024 11:38AM,47.001,664f89c9e0fe3a9553af7561,140,3.0,1.0,5.0,7.0,7.0,7.0,5.0,7.0,7.0,5.0,1.0,3.0,3.0,1.0,
3084,05/27/2024 01:04PM,05/27/2024 01:05PM,05/27/2024 01:03PM - 05/27/2024 01:23PM,65.976,664f89c9e0fe3a9553af7561,140,3.0,6.0,4.0,3.0,5.0,4.0,5.0,7.0,5.0,2.0,7.0,2.0,2.0,7.0,Perseverating 
3085,05/27/2024 04:33PM,05/27/2024 04:34PM,05/27/2024 04:20PM - 05/27/2024 04:40PM,48.314,664f89c9e0fe3a9553af7561,140,3.0,1.0,7.0,4.0,2.0,4.0,3.0,6.0,3.0,3.0,5.0,1.0,2.0,3.0,
3093,05/29/2024 10:40AM,05/29/2024 10:41AM,05/29/2024 10:29AM - 05/29/2024 10:49AM,54.24,664f89c9e0fe3a9553af7561,140,2.0,6.0,1.0,6.0,1.0,5.0,5.0,3.0,4.0,3.0,5.0,4.0,2.0,5.0,
3094,05/29/2024 11:13AM,05/29/2024 11:13AM,05/29/2024 11:12AM - 05/29/2024 11:32AM,41.376,664f89c9e0fe3a9553af7561,140,3.0,7.0,3.0,7.0,5.0,7.0,7.0,5.0,2.0,5.0,4.0,4.0,3.0,2.0,
3101,05/30/2024 05:05PM,05/30/2024 05:06PM,05/30/2024 05:03PM - 05/30/2024 05:23PM,39.863,664f89c9e0fe3a9553af7561,140,2.0,5.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,6.0,4.0,4.0,3.0,1.0,
3102,05/30/2024 07:27PM,05/30/2024 07:27PM,05/30/2024 07:26PM - 05/30/2024 07:46PM,36.752,664f89c9e0fe3a9553af7561,140,2.0,1.0,5.0,5.0,1.0,7.0,1.0,5.0,1.0,2.0,2.0,4.0,2.0,5.0,
3103,05/24/2024 09:57AM,05/24/2024 09:59AM,05/24/2024 09:39AM - 05/24/2024 09:59AM,124.952,664f922de0fe3a9553b03872,141,3.0,4.0,2.0,3.0,1.0,7.0,6.0,3.0,1.0,3.0,1.0,4.0,1.0,,
3104,05/24/2024 11:08AM,05/24/2024 11:09AM,05/24/2024 11:00AM - 05/24/2024 11:20AM,82.152,664f922de0fe3a9553b03872,141,3.0,5.0,1.0,2.0,2.0,7.0,7.0,4.0,1.0,3.0,1.0,2.0,2.0,2.0,
3105,05/24/2024 04:08PM,05/24/2024 04:10PM,05/24/2024 04:07PM - 05/24/2024 04:27PM,154.477,664f922de0fe3a9553b03872,141,2.0,2.0,6.0,3.0,2.0,7.0,7.0,7.0,3.0,3.0,2.0,7.0,3.0,1.0,
3106,05/24/2024 07:19PM,05/24/2024 07:21PM,05/24/2024 07:08PM - 05/24/2024 07:28PM,88.107,664f922de0fe3a9553b03872,141,3.0,6.0,2.0,6.0,1.0,7.0,7.0,5.0,1.0,7.0,3.0,7.0,3.0,2.0,
3108,05/25/2024 12:09PM,05/25/2024 12:13PM,05/25/2024 12:08PM - 05/25/2024 12:28PM,220.728,664f922de0fe3a9553b03872,141,3.0,2.0,7.0,2.0,3.0,6.0,7.0,3.0,3.0,6.0,1.0,3.0,2.0,3.0,
3109,05/25/2024 02:03PM,05/25/2024 02:04PM,05/25/2024 01:50PM - 05/25/2024 02:10PM,68.628,664f922de0fe3a9553b03872,141,4.0,7.0,7.0,1.0,4.0,7.0,7.0,4.0,7.0,6.0,5.0,4.0,2.0,2.0,
3110,05/25/2024 04:12PM,05/25/2024 04:13PM,05/25/2024 04:11PM - 05/25/2024 04:31PM,86.044,664f922de0fe3a9553b03872,141,2.0,7.0,1.0,1.0,2.0,4.0,7.0,1.0,1.0,2.0,1.0,4.0,2.0,3.0,
3111,05/25/2024 06:25PM,05/25/2024 06:28PM,05/25/2024 06:23PM - 05/25/2024 06:43PM,134.235,664f922de0fe3a9553b03872,141,4.0,1.0,6.0,1.0,1.0,2.0,3.0,4.0,1.0,3.0,2.0,5.0,2.0,2.0,
3112,05/25/2024 08:11PM,05/25/2024 08:12PM,05/25/2024 08:05PM - 05/25/2024 08:25PM,57.747,664f922de0fe3a9553b03872,141,2.0,1.0,7.0,5.0,5.0,7.0,7.0,5.0,4.0,5.0,3.0,5.0,4.0,7.0,Goal setting and fulfilling
3114,05/26/2024 12:33PM,05/26/2024 12:34PM,05/26/2024 12:32PM - 05/26/2024 12:52PM,72.937,664f922de0fe3a9553b03872,141,2.0,6.0,3.0,1.0,4.0,4.0,7.0,5.0,1.0,2.0,1.0,3.0,2.0,4.0,
3116,05/26/2024 03:08PM,05/26/2024 03:09PM,05/26/2024 03:07PM - 05/26/2024 03:27PM,62.629,664f922de0fe3a9553b03872,141,2.0,5.0,2.0,1.0,1.0,5.0,7.0,5.0,1.0,1.0,1.0,3.0,2.0,4.0,
3117,05/26/2024 05:36PM,05/26/2024 05:37PM,05/26/2024 05:33PM - 05/26/2024 05:53PM,46.418,664f922de0fe3a9553b03872,141,2.0,2.0,6.0,1.0,2.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,3.0,2.0,
3118,05/26/2024 07:14PM,05/26/2024 07:15PM,05/26/2024 07:13PM - 05/26/2024 07:33PM,56.924,664f922de0fe3a9553b03872,141,3.0,5.0,5.0,2.0,5.0,7.0,7.0,5.0,1.0,1.0,1.0,5.0,4.0,2.0,
3119,05/27/2024 10:18AM,05/27/2024 10:20AM,05/27/2024 10:17AM - 05/27/2024 10:37AM,143.841,664f922de0fe3a9553b03872,141,2.0,5.0,3.0,1.0,1.0,3.0,5.0,3.0,1.0,2.0,1.0,6.0,2.0,3.0,
3120,05/27/2024 11:25AM,05/27/2024 11:26AM,05/27/2024 11:24AM - 05/27/2024 11:44AM,58.579,664f922de0fe3a9553b03872,141,4.0,7.0,3.0,1.0,2.0,4.0,3.0,2.0,1.0,2.0,1.0,5.0,2.0,5.0,
3121,05/27/2024 01:20PM,05/27/2024 01:21PM,05/27/2024 01:18PM - 05/27/2024 01:38PM,78.723,664f922de0fe3a9553b03872,141,3.0,6.0,6.0,1.0,3.0,5.0,7.0,5.0,1.0,3.0,2.0,5.0,2.0,3.0,
3122,05/27/2024 03:46PM,05/27/2024 03:47PM,05/27/2024 03:45PM - 05/27/2024 04:05PM,52.671,664f922de0fe3a9553b03872,141,2.0,7.0,2.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,4.0,2.0,5.0,
3123,05/27/2024 05:27PM,05/27/2024 05:27PM,05/27/2024 05:26PM - 05/27/2024 05:46PM,41.318,664f922de0fe3a9553b03872,141,5.0,7.0,3.0,3.0,2.0,4.0,7.0,3.0,1.0,2.0,1.0,4.0,2.0,2.0,
3124,05/27/2024 07:59PM,05/27/2024 08:09PM,05/27/2024 07:58PM - 05/27/2024 08:18PM,621.719,664f922de0fe3a9553b03872,141,2.0,1.0,7.0,1.0,3.0,6.0,3.0,4.0,1.0,3.0,1.0,4.0,2.0,6.0,
3125,05/28/2024 09:10AM,05/28/2024 09:11AM,05/28/2024 09:09AM - 05/28/2024 09:29AM,47.962,664f922de0fe3a9553b03872,141,3.0,7.0,7.0,1.0,5.0,3.0,7.0,1.0,1.0,3.0,1.0,4.0,1.0,5.0,
3126,05/28/2024 11:58AM,05/28/2024 12:00PM,05/28/2024 11:57AM - 05/28/2024 12:17PM,79.432,664f922de0fe3a9553b03872,141,2.0,6.0,4.0,3.0,3.0,7.0,7.0,7.0,2.0,1.0,5.0,7.0,3.0,2.0,
3127,05/28/2024 01:46PM,05/28/2024 01:46PM,05/28/2024 01:45PM - 05/28/2024 02:05PM,42.899,664f922de0fe3a9553b03872,141,2.0,1.0,7.0,1.0,3.0,5.0,7.0,4.0,2.0,4.0,2.0,4.0,3.0,1.0,
3128,05/28/2024 03:20PM,05/28/2024 03:21PM,05/28/2024 03:19PM - 05/28/2024 03:39PM,40.889,664f922de0fe3a9553b03872,141,2.0,7.0,1.0,1.0,3.0,3.0,7.0,1.0,1.0,3.0,1.0,5.0,2.0,3.0,
3129,05/28/2024 06:39PM,05/28/2024 06:40PM,05/28/2024 06:37PM - 05/28/2024 06:57PM,43.55,664f922de0fe3a9553b03872,141,2.0,7.0,1.0,1.0,1.0,7.0,7.0,5.0,1.0,1.0,3.0,1.0,1.0,5.0,
3130,05/28/2024 07:35PM,05/28/2024 07:35PM,05/28/2024 07:34PM - 05/28/2024 07:54PM,41.205,664f922de0fe3a9553b03872,141,3.0,7.0,4.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,4.0,2.0,6.0,
3131,05/29/2024 10:05AM,05/29/2024 10:05AM,05/29/2024 10:03AM - 05/29/2024 10:23AM,40.033,664f922de0fe3a9553b03872,141,3.0,7.0,3.0,3.0,2.0,7.0,7.0,6.0,1.0,3.0,3.0,7.0,3.0,2.0,
3132,05/29/2024 11:58AM,05/29/2024 11:58AM,05/29/2024 11:57AM - 05/29/2024 12:17PM,42.064,664f922de0fe3a9553b03872,141,2.0,7.0,6.0,6.0,1.0,4.0,7.0,7.0,4.0,2.0,3.0,7.0,3.0,2.0,
3133,05/29/2024 04:35PM,05/29/2024 04:36PM,05/29/2024 04:28PM - 05/29/2024 04:48PM,53.433,664f922de0fe3a9553b03872,141,2.0,7.0,1.0,3.0,5.0,7.0,7.0,7.0,7.0,7.0,3.0,7.0,3.0,2.0,
3134,05/29/2024 06:34PM,05/29/2024 06:34PM,05/29/2024 06:31PM - 05/29/2024 06:51PM,39.818,664f922de0fe3a9553b03872,141,3.0,7.0,3.0,1.0,4.0,7.0,7.0,6.0,1.0,3.0,1.0,7.0,2.0,3.0,
3135,05/29/2024 07:55PM,05/29/2024 07:57PM,05/29/2024 07:44PM - 05/29/2024 08:04PM,126.159,664f922de0fe3a9553b03872,141,2.0,6.0,3.0,1.0,5.0,7.0,7.0,6.0,1.0,1.0,4.0,1.0,2.0,5.0,
3137,05/30/2024 11:08AM,05/30/2024 11:10AM,05/30/2024 11:04AM - 05/30/2024 11:24AM,124.917,664f922de0fe3a9553b03872,141,3.0,7.0,6.0,1.0,3.0,7.0,5.0,5.0,1.0,3.0,3.0,5.0,2.0,2.0,
3139,05/24/2024 01:49PM,05/24/2024 01:51PM,05/24/2024 01:36PM - 05/24/2024 01:56PM,152.327,664f816be0fe3a9553aed9e7,142,2.0,3.0,3.0,2.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,6.0,2.0,2.0,
3171,05/24/2024 09:12AM,05/24/2024 09:14AM,05/24/2024 09:11AM - 05/24/2024 09:31AM,132.682,664f6895e0fe3a9553ac8542,143,3.0,5.0,5.0,5.0,6.0,5.0,7.0,7.0,3.0,3.0,2.0,4.0,1.0,1.0,
3172,05/24/2024 03:54PM,05/24/2024 03:57PM,05/24/2024 03:51PM - 05/24/2024 04:11PM,162.302,664f6895e0fe3a9553ac8542,143,3.0,5.0,4.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,3.0,6.0,3.0,2.0,
3173,05/24/2024 06:33PM,05/24/2024 06:35PM,05/24/2024 06:29PM - 05/24/2024 06:49PM,128.121,664f6895e0fe3a9553ac8542,143,4.0,3.0,4.0,5.0,2.0,4.0,4.0,5.0,2.0,2.0,6.0,4.0,3.0,3.0,
3174,05/24/2024 07:26PM,05/24/2024 07:28PM,05/24/2024 07:21PM - 05/24/2024 07:41PM,93.362,664f6895e0fe3a9553ac8542,143,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,4.0,
3175,05/25/2024 10:40AM,05/25/2024 10:41AM,05/25/2024 10:39AM - 05/25/2024 10:59AM,60.535,664f6895e0fe3a9553ac8542,143,4.0,2.0,5.0,5.0,2.0,6.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0,
3176,05/25/2024 02:04PM,05/25/2024 02:05PM,05/25/2024 02:03PM - 05/25/2024 02:23PM,81.653,664f6895e0fe3a9553ac8542,143,4.0,5.0,5.0,2.0,2.0,5.0,5.0,2.0,1.0,2.0,2.0,4.0,1.0,5.0,
3177,05/25/2024 03:49PM,05/25/2024 03:51PM,05/25/2024 03:48PM - 05/25/2024 04:08PM,156.878,664f6895e0fe3a9553ac8542,143,3.0,4.0,2.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,2.0,5.0,3.0,2.0,
3178,05/25/2024 06:09PM,05/25/2024 06:10PM,05/25/2024 05:57PM - 05/25/2024 06:17PM,41.114,664f6895e0fe3a9553ac8542,143,3.0,4.0,3.0,4.0,3.0,6.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,
3179,05/25/2024 08:04PM,05/25/2024 08:05PM,05/25/2024 07:48PM - 05/25/2024 08:08PM,104.412,664f6895e0fe3a9553ac8542,143,4.0,2.0,2.0,5.0,5.0,6.0,5.0,3.0,2.0,3.0,1.0,4.0,3.0,2.0,
3180,05/26/2024 09:51AM,05/26/2024 09:52AM,05/26/2024 09:45AM - 05/26/2024 10:05AM,36.581,664f6895e0fe3a9553ac8542,143,2.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,
3181,05/26/2024 11:15AM,05/26/2024 11:16AM,05/26/2024 11:14AM - 05/26/2024 11:34AM,62.596,664f6895e0fe3a9553ac8542,143,2.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,2.0,3.0,4.0,4.0,2.0,3.0,
3183,05/26/2024 03:44PM,05/26/2024 03:45PM,05/26/2024 03:31PM - 05/26/2024 03:51PM,68.107,664f6895e0fe3a9553ac8542,143,3.0,2.0,6.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,1.0,5.0,
3184,05/26/2024 08:00PM,05/26/2024 08:02PM,05/26/2024 07:57PM - 05/26/2024 08:17PM,96.65,664f6895e0fe3a9553ac8542,143,3.0,2.0,5.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,5.0,1.0,5.0,
3186,05/27/2024 12:17PM,05/27/2024 12:18PM,05/27/2024 12:09PM - 05/27/2024 12:29PM,50.754,664f6895e0fe3a9553ac8542,143,3.0,4.0,2.0,5.0,4.0,4.0,2.0,4.0,1.0,3.0,1.0,4.0,2.0,5.0,
3188,05/27/2024 04:07PM,05/27/2024 04:08PM,05/27/2024 04:03PM - 05/27/2024 04:23PM,46.309,664f6895e0fe3a9553ac8542,143,3.0,2.0,4.0,5.0,5.0,2.0,2.0,2.0,1.0,4.0,2.0,4.0,2.0,5.0,
3189,05/27/2024 08:27PM,05/27/2024 08:29PM,05/27/2024 08:23PM - 05/27/2024 08:43PM,76.288,664f6895e0fe3a9553ac8542,143,3.0,6.0,5.0,5.0,5.0,4.0,2.0,4.0,1.0,3.0,2.0,6.0,3.0,2.0,
3190,05/28/2024 12:07PM,05/28/2024 12:08PM,05/28/2024 12:05PM - 05/28/2024 12:25PM,77.492,664f6895e0fe3a9553ac8542,143,3.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,4.0,4.0,2.0,5.0,
3191,05/28/2024 01:29PM,05/28/2024 01:30PM,05/28/2024 01:27PM - 05/28/2024 01:47PM,51.071,664f6895e0fe3a9553ac8542,143,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,
3192,05/28/2024 03:19PM,05/28/2024 03:20PM,05/28/2024 03:11PM - 05/28/2024 03:31PM,83.113,664f6895e0fe3a9553ac8542,143,4.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,5.0,
3194,05/28/2024 08:29PM,05/28/2024 08:30PM,05/28/2024 08:13PM - 05/28/2024 08:33PM,54.649,664f6895e0fe3a9553ac8542,143,2.0,2.0,5.0,4.0,5.0,6.0,5.0,4.0,1.0,4.0,4.0,4.0,2.0,2.0,
3197,05/29/2024 02:40PM,05/29/2024 02:40PM,05/29/2024 02:39PM - 05/29/2024 02:59PM,27.509,664f6895e0fe3a9553ac8542,143,2.0,1.0,5.0,4.0,7.0,2.0,5.0,2.0,1.0,6.0,3.0,4.0,2.0,5.0,
3201,05/30/2024 11:34AM,05/30/2024 11:35AM,05/30/2024 11:32AM - 05/30/2024 11:52AM,61.583,664f6895e0fe3a9553ac8542,143,2.0,3.0,6.0,3.0,4.0,6.0,5.0,6.0,2.0,4.0,5.0,5.0,2.0,2.0,
3203,05/30/2024 04:31PM,05/30/2024 04:32PM,05/30/2024 04:25PM - 05/30/2024 04:45PM,54.37,664f6895e0fe3a9553ac8542,143,2.0,4.0,3.0,6.0,4.0,4.0,5.0,3.0,1.0,2.0,2.0,4.0,2.0,5.0,
3205,05/30/2024 08:09PM,05/30/2024 08:10PM,05/30/2024 08:03PM - 05/30/2024 08:23PM,57.947,664f6895e0fe3a9553ac8542,143,3.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,5.0,
3206,05/24/2024 12:22PM,05/24/2024 12:23PM,05/24/2024 12:21PM - 05/24/2024 12:41PM,75.008,664f9b98e0fe3a9553b0f157,144,4.0,1.0,5.0,3.0,4.0,6.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,
3207,05/24/2024 02:24PM,05/24/2024 02:25PM,05/24/2024 02:23PM - 05/24/2024 02:43PM,78.259,664f9b98e0fe3a9553b0f157,144,4.0,1.0,3.0,6.0,6.0,6.0,5.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,
3208,05/24/2024 03:43PM,05/24/2024 03:44PM,05/24/2024 03:40PM - 05/24/2024 04:00PM,50.311,664f9b98e0fe3a9553b0f157,144,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,3.0,
3210,05/24/2024 08:00PM,05/24/2024 08:01PM,05/24/2024 07:59PM - 05/24/2024 08:19PM,62.25,664f9b98e0fe3a9553b0f157,144,4.0,1.0,6.0,7.0,2.0,1.0,3.0,6.0,6.0,4.0,5.0,2.0,2.0,4.0,
3212,05/25/2024 12:21PM,05/25/2024 12:22PM,05/25/2024 12:20PM - 05/25/2024 12:40PM,54.701,664f9b98e0fe3a9553b0f157,144,4.0,2.0,2.0,4.0,5.0,6.0,6.0,6.0,6.0,4.0,3.0,6.0,3.0,2.0,
3214,05/25/2024 03:24PM,05/25/2024 03:25PM,05/25/2024 03:23PM - 05/25/2024 03:43PM,57.062,664f9b98e0fe3a9553b0f157,144,4.0,1.0,7.0,2.0,6.0,4.0,5.0,6.0,6.0,3.0,2.0,1.0,3.0,1.0,
3215,05/25/2024 06:01PM,05/25/2024 06:02PM,05/25/2024 05:59PM - 05/25/2024 06:19PM,48.831,664f9b98e0fe3a9553b0f157,144,4.0,2.0,6.0,3.0,5.0,6.0,6.0,6.0,7.0,2.0,5.0,1.0,3.0,2.0,
3217,05/26/2024 03:19PM,05/26/2024 03:20PM,05/26/2024 03:06PM - 05/26/2024 03:26PM,85.184,664f9b98e0fe3a9553b0f157,144,2.0,3.0,6.0,6.0,3.0,3.0,5.0,3.0,5.0,2.0,4.0,2.0,2.0,3.0,
3220,05/27/2024 11:46AM,05/27/2024 11:47AM,05/27/2024 11:45AM - 05/27/2024 12:05PM,51.825,664f9b98e0fe3a9553b0f157,144,2.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,4.0,3.0,5.0,
3221,05/27/2024 02:35PM,05/27/2024 02:36PM,05/27/2024 02:34PM - 05/27/2024 02:54PM,47.21,664f9b98e0fe3a9553b0f157,144,4.0,2.0,6.0,4.0,5.0,5.0,3.0,6.0,6.0,4.0,5.0,2.0,2.0,1.0,
3222,05/27/2024 03:33PM,05/27/2024 03:34PM,05/27/2024 03:32PM - 05/27/2024 03:52PM,42.792,664f9b98e0fe3a9553b0f157,144,2.0,1.0,6.0,3.0,5.0,5.0,6.0,6.0,7.0,4.0,6.0,3.0,1.0,3.0,
3226,05/28/2024 02:08PM,05/28/2024 02:09PM,05/28/2024 02:07PM - 05/28/2024 02:27PM,65.999,664f9b98e0fe3a9553b0f157,144,4.0,1.0,3.0,5.0,3.0,5.0,3.0,1.0,2.0,1.0,6.0,5.0,3.0,5.0,
3227,05/28/2024 03:52PM,05/28/2024 03:52PM,05/28/2024 03:51PM - 05/28/2024 04:11PM,35.712,664f9b98e0fe3a9553b0f157,144,2.0,4.0,2.0,2.0,4.0,5.0,2.0,6.0,4.0,2.0,6.0,5.0,2.0,4.0,
3228,05/28/2024 05:19PM,05/28/2024 05:21PM,05/28/2024 05:18PM - 05/28/2024 05:38PM,111.277,664f9b98e0fe3a9553b0f157,144,2.0,2.0,6.0,2.0,4.0,6.0,2.0,6.0,6.0,2.0,6.0,2.0,1.0,3.0,
3229,05/28/2024 08:35PM,05/28/2024 08:36PM,05/28/2024 08:34PM - 05/28/2024 08:54PM,62.467,664f9b98e0fe3a9553b0f157,144,3.0,1.0,6.0,2.0,5.0,5.0,5.0,6.0,6.0,3.0,4.0,3.0,2.0,4.0,
3230,05/29/2024 09:55AM,05/29/2024 09:56AM,05/29/2024 09:54AM - 05/29/2024 10:14AM,47.308,664f9b98e0fe3a9553b0f157,144,4.0,1.0,5.0,5.0,5.0,3.0,5.0,3.0,3.0,4.0,3.0,5.0,2.0,2.0,
3233,05/29/2024 05:37PM,05/29/2024 05:38PM,05/29/2024 05:36PM - 05/29/2024 05:56PM,44.496,664f9b98e0fe3a9553b0f157,144,4.0,1.0,5.0,6.0,5.0,5.0,7.0,5.0,1.0,4.0,1.0,1.0,2.0,4.0,
3235,05/30/2024 10:31AM,05/30/2024 10:32AM,05/30/2024 10:30AM - 05/30/2024 10:50AM,36.988,664f9b98e0fe3a9553b0f157,144,2.0,1.0,6.0,4.0,3.0,3.0,5.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,
3239,05/30/2024 08:40PM,05/30/2024 08:41PM,05/30/2024 08:37PM - 05/30/2024 08:57PM,41.876,664f9b98e0fe3a9553b0f157,144,3.0,1.0,6.0,4.0,6.0,3.0,2.0,3.0,2.0,2.0,4.0,4.0,1.0,5.0,
3240,05/24/2024 09:07AM,05/24/2024 09:08AM,05/24/2024 09:01AM - 05/24/2024 09:21AM,68.154,664fa94fe0fe3a9553b1cea4,145,2.0,4.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,3.0,4.0,
3241,05/24/2024 11:46AM,05/24/2024 11:47AM,05/24/2024 11:45AM - 05/24/2024 12:05PM,49.535,664fa94fe0fe3a9553b1cea4,145,3.0,5.0,5.0,6.0,3.0,5.0,4.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,
3242,05/24/2024 01:54PM,05/24/2024 01:55PM,05/24/2024 01:53PM - 05/24/2024 02:13PM,50.821,664fa94fe0fe3a9553b1cea4,145,3.0,4.0,4.0,4.0,6.0,6.0,6.0,7.0,5.0,6.0,5.0,6.0,3.0,4.0,
3243,05/24/2024 03:05PM,05/24/2024 03:05PM,05/24/2024 03:04PM - 05/24/2024 03:24PM,24.981,664fa94fe0fe3a9553b1cea4,145,3.0,4.0,6.0,5.0,6.0,5.0,6.0,6.0,5.0,7.0,6.0,6.0,3.0,6.0,
3244,05/24/2024 05:42PM,05/24/2024 05:42PM,05/24/2024 05:27PM - 05/24/2024 05:47PM,31.121,664fa94fe0fe3a9553b1cea4,145,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,6.0,3.0,3.0,
3245,05/24/2024 07:15PM,05/24/2024 07:16PM,05/24/2024 07:09PM - 05/24/2024 07:29PM,40.117,664fa94fe0fe3a9553b1cea4,145,3.0,4.0,5.0,5.0,5.0,6.0,5.0,6.0,4.0,4.0,5.0,5.0,3.0,4.0,
3246,05/25/2024 09:48AM,05/25/2024 09:49AM,05/25/2024 09:47AM - 05/25/2024 10:07AM,39.634,664fa94fe0fe3a9553b1cea4,145,4.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,3.0,4.0,
3247,05/25/2024 11:27AM,05/25/2024 11:27AM,05/25/2024 11:26AM - 05/25/2024 11:46AM,37.845,664fa94fe0fe3a9553b1cea4,145,3.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,7.0,6.0,6.0,3.0,6.0,
3248,05/25/2024 01:50PM,05/25/2024 01:50PM,05/25/2024 01:40PM - 05/25/2024 02:00PM,29.792,664fa94fe0fe3a9553b1cea4,145,3.0,4.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,3.0,5.0,
3249,05/25/2024 03:33PM,05/25/2024 03:34PM,05/25/2024 03:30PM - 05/25/2024 03:50PM,30.321,664fa94fe0fe3a9553b1cea4,145,4.0,5.0,6.0,5.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,3.0,4.0,
3250,05/25/2024 06:24PM,05/25/2024 06:24PM,05/25/2024 06:23PM - 05/25/2024 06:43PM,31.921,664fa94fe0fe3a9553b1cea4,145,3.0,6.0,5.0,6.0,5.0,6.0,4.0,6.0,5.0,5.0,6.0,6.0,3.0,2.0,
3251,05/25/2024 08:10PM,05/25/2024 08:11PM,05/25/2024 08:06PM - 05/25/2024 08:26PM,33.376,664fa94fe0fe3a9553b1cea4,145,4.0,4.0,3.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0,3.0,5.0,
3252,05/26/2024 10:19AM,05/26/2024 10:19AM,05/26/2024 10:04AM - 05/26/2024 10:24AM,24.416,664fa94fe0fe3a9553b1cea4,145,3.0,4.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,4.0,5.0,3.0,4.0,
3253,05/26/2024 11:23AM,05/26/2024 11:23AM,05/26/2024 11:20AM - 05/26/2024 11:40AM,30.207,664fa94fe0fe3a9553b1cea4,145,3.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,6.0,5.0,3.0,5.0,
